,date_time,injured,killed,street_name_primary,street_name_intersecting
18155,2017-10,1,0,CARMEL MTN ROAD,
18156,2017-10,1,0,CARMEL MTN ROAD,
18157,2017-10,0,0,FRIARS ROAD,ULRIC STREET
18159,2017-10,1,0,UNIVERSITY AVENUE,
18160,2017-10,1,0,UNIVERSITY AVENUE,
18161,2017-10,0,0,GARNET AVENUE,
18164,2017-10,0,0,EUCLID AVENUE,
18165,2017-10,0,0,EUCLID AVENUE,
18166,2017-10,0,0,MORENA BOULEVARD,
18167,2017-10,0,0,MIRAMAR ROAD,
18168,2017-10,0,0,FAIRMOUNT AVENUE,WIGHTMAN STREET
18169,2017-10,0,0,FAIRMOUNT AVENUE,WIGHTMAN STREET
18170,2017-10,0,0,FRIARS ROAD,
18171,2017-10,1,0,SPRINGBROOK DRIVE,
18172,2017-10,1,0,SPRINGBROOK DRIVE,
18173,2017-10,1,0,BALBOA AVENUE,RUFFIN ROAD
18174,2017-10,1,0,BALBOA AVENUE,RUFFIN ROAD
18177,2017-10,4,0,LINDA VISTA ROAD,
18178,2017-10,4,0,LINDA VISTA ROAD,
18179,2017-10,1,0,HOLLISTER STREET,SUNSET AVENUE
18180,2017-10,1,0,HOLLISTER STREET,SUNSET AVENUE
18181,2017-10,0,0,BAYARD STREET,REED AVENUE
18182,2017-10,0,0,BAYARD STREET,REED AVENUE
18183,2017-10,1,0,NATIONAL AVENUE,
18184,2017-10,1,0,NATIONAL AVENUE,
18185,2017-10,1,0,ASH STREET,
18186,2017-10,1,0,ASH STREET,
18188,2017-10,0,0,MISSION CENTER ROAD,
18189,2017-10,0,0,PARADISE VALLEY ROAD,
18190,2017-10,0,0,RANCHO MISSION ROAD,
18191,2017-10,0,0,RANCHO MISSION ROAD,
18192,2017-10,0,0,RANCHO MISSION ROAD,
18194,2017-10,1,0,TEXAS STREET,
18195,2017-10,1,0,TEXAS STREET,
18196,2017-10,1,0,UNIVERSITY AVENUE,
18197,2017-10,1,0,UNIVERSITY AVENUE,
18202,2017-10,0,0,BALBOA AVENUE,
18203,2017-10,0,0,KEARNY VILLA ROAD,
18204,2017-10,0,0,KEARNY VILLA ROAD,
18207,2017-10,0,0,EL CAJON BOULEVARD,
18208,2017-10,0,0,ROSECRANS STREET,
18209,2017-10,0,0,ROSECRANS STREET,
18210,2017-10,1,0,PARADISE VALLEY ROAD,
18213,2017-10,1,0,BALBOA AVENUE,
18217,2017-10,0,0,SCRIPPS RANCH BOULEVARD,
18218,2017-10,3,0,GENESEE AVENUE,
18219,2017-10,3,0,GENESEE AVENUE,
18220,2017-10,2,0,WASHINGTON STREET,
18221,2017-10,2,0,WASHINGTON STREET,
18222,2017-10,1,0,FAY AVENUE,
18223,2017-10,1,0,FAY AVENUE,
18224,2017-10,1,0,CARMEL MTN ROAD,
18225,2017-10,0,0,LINDA VISTA ROAD,
18226,2017-10,0,0,PALM AVENUE,
18227,2017-10,1,0,FRIARS ROAD,
18228,2017-10,1,0,FRIARS ROAD,
18231,2017-10,1,0,MEADOWBROOK DRIVE,
18232,2017-10,1,0,MEADOWBROOK DRIVE,
18233,2017-10,2,0,WITHERBY STREET,
18234,2017-10,0,0,EL CAJON BOULEVARD,
18236,2017-10,0,0,BACON STREET,
18238,2017-10,0,0,PRINCESS VIEW DRIVE,
18241,2017-10,2,0,PERSHING DRIVE,
18242,2017-10,2,0,PERSHING DRIVE,
18243,2017-10,1,0,BARNETT AVENUE,
18244,2017-10,1,0,BARNETT AVENUE,
18245,2017-10,2,0,LAUREL STREET,
18246,2017-10,2,0,LAUREL STREET,
18247,2017-10,2,0,LAUREL STREET,
18248,2017-10,1,0,IMPERIAL AVENUE,
18250,2017-10,1,0,BEECH STREET,
18251,2017-10,1,0,BEECH STREET,
18252,2017-10,0,0,MARKET STREET,
18253,2017-10,0,0,MARKET STREET,
18257,2017-10,1,0,A STREET,
18258,2017-10,1,0,A STREET,
18259,2017-10,2,0,CARROLL CANYON ROAD,
18260,2017-10,2,0,CARROLL CANYON ROAD,
18261,2017-10,0,0,LA JOLLA VILLAGE DRIVE,
18262,2017-10,2,0,WESTVIEW PARKWAY,
18263,2017-10,2,0,WESTVIEW PARKWAY,
18264,2017-10,3,0,GENESEE AVENUE,
18265,2017-10,3,0,GENESEE AVENUE,
18266,2017-10,0,0,BALBOA AVENUE,
18267,2017-10,1,0,TED WILLIAMS PARKWAY,
18268,2017-10,1,0,TED WILLIAMS PARKWAY,
18275,2017-10,0,0,NAVAJO ROAD,
18276,2017-10,0,0,NAVAJO ROAD,
18277,2017-10,3,0,IMPERIAL AVENUE,
18278,2017-10,3,0,IMPERIAL AVENUE,
18279,2017-10,0,0,MIDWAY DRIVE,
18281,2017-10,1,0,KEARNY VILLA ROAD,
18282,2017-10,1,0,KEARNY VILLA ROAD,
18283,2017-10,1,0,KEARNY VILLA ROAD,
18287,2017-10,1,0,MIRA MESA BOULEVARD,
18291,2017-10,0,0,VILLA LA JOLLA DRIVE,
18292,2017-10,0,0,CLAIREMONT MESA BOULEVARD,
18293,2017-10,0,0,CLAIREMONT MESA BOULEVARD,
18294,2017-10,0,0,CLAIREMONT MESA BOULEVARD,
18296,2017-10,0,0,CORONADO AVENUE,
18297,2017-10,0,0,HARBOR DRIVE,KETTNER BOULEVARD
18298,2017-10,0,0,HARBOR DRIVE,KETTNER BOULEVARD
18299,2017-10,1,0,FAIRMOUNT AVENUE,
18303,2017-10,0,0,COLLEGE AVENUE,
18304,2017-10,1,0,RANCHO PENASQUITOS BOULEVARD,
18305,2017-10,1,0,RANCHO PENASQUITOS BOULEVARD,
18306,2017-10,1,0,RANCHO PENASQUITOS BOULEVARD,
18307,2017-10,1,0,RANCHO PENASQUITOS BOULEVARD,
18308,2017-10,1,0,MIRA MESA BOULEVARD,
18309,2017-10,1,0,MIRA MESA BOULEVARD,
18310,2017-10,1,0,HOME AVENUE,
18311,2017-10,1,0,HOME AVENUE,
18312,2017-10,1,0,ROSECRANS STREET,
18313,2017-10,0,0,GRAND AVENUE,INGRAHAM STREET
18314,2017-10,0,0,LINDA VISTA ROAD,
18315,2017-10,1,0,UNIVERSITY AVENUE,
18316,2017-10,1,0,UNIVERSITY AVENUE,
18317,2017-10,0,0,CLAIREMONT MESA BOULEVARD,
18318,2017-10,0,0,CLAIREMONT MESA BOULEVARD,
18319,2017-10,1,0,GENESEE AVENUE,
18320,2017-10,1,0,GENESEE AVENUE,
18321,2017-10,0,0,DUSK DRIVE,
18322,2017-10,1,0,GROVE AVENUE,
18323,2017-10,3,0,GENESEE AVENUE,
18324,2017-10,3,0,GENESEE AVENUE,
18325,2017-10,3,0,GENESEE AVENUE,
18326,2017-10,2,0,EUCLID AVENUE,NARANJA STREET
18327,2017-10,2,0,EUCLID AVENUE,NARANJA STREET
18328,2017-10,1,0,PACIFIC HIGHWAY,
18329,2017-10,1,0,PACIFIC HIGHWAY,
18330,2017-10,0,0,EL CAJON BOULEVARD,
18331,2017-10,0,0,EL CAJON BOULEVARD,
18332,2017-10,0,0,EL CAJON BOULEVARD,
18337,2017-10,0,0,CANON STREET,
18339,2017-10,2,0,DEL MAR HEIGHTS ROAD,
18340,2017-10,2,0,DEL MAR HEIGHTS ROAD,
18341,2017-10,2,0,DEL MAR HEIGHTS ROAD,
18342,2017-10,1,0,GENESEE AVENUE,
18343,2017-10,1,0,GENESEE AVENUE,
18344,2017-10,1,0,EL CAJON BOULEVARD,
18345,2017-10,1,0,EL CAJON BOULEVARD,
18346,2017-10,1,0,SCRIPPS POWAY PARKWAY,
18347,2017-10,2,0,POMERADO ROAD,
18348,2017-10,1,0,UNIVERSITY AVENUE,
18349,2017-10,1,0,UNIVERSITY AVENUE,
18350,2017-10,1,0,MIRA MESA BOULEVARD,
18352,2017-10,0,0,EASTGATE MALL,
18355,2017-10,0,0,BALBOA AVENUE,
18356,2017-10,0,0,BALBOA AVENUE,
18359,2017-10,3,0,LAMONT STREET,
18360,2017-10,1,0,POMERADO ROAD,
18361,2017-10,1,0,HOME AVENUE,
18362,2017-10,1,0,HOME AVENUE,
18363,2017-10,1,0,SUNSET CLIFFS BOULEVARD,
18364,2017-10,0,0,NEW SALEM STREET,
18365,2017-10,0,0,KEARNY AVENUE,
18366,2017-10,1,0,MIDWAY DRIVE,
18367,2017-10,1,0,MIDWAY DRIVE,
18368,2017-10,1,0,MIDWAY DRIVE,
18369,2017-10,1,0,MIDWAY DRIVE,
18370,2017-10,0,0,ORANGE AVENUE,
18377,2017-10,3,0,CORONADO AVENUE,
18379,2017-10,0,0,FAIRMOUNT AVENUE,
18387,2017-10,0,0,BLACK MTN ROAD,
18388,2017-10,1,0,GOLD COAST DRIVE,
18389,2017-10,1,0,GOLD COAST DRIVE,
18390,2017-10,1,0,GOLD COAST DRIVE,
18392,2017-10,1,0,TORREY SANTA FE ROAD,
18394,2017-10,1,0,MISSION VILLAGE DRIVE,
18395,2017-10,1,0,MISSION VILLAGE DRIVE,
18396,2017-10,1,0,SUNSET CLIFFS BOULEVARD,
18397,2017-10,1,0,SUNSET CLIFFS BOULEVARD,
18398,2017-10,1,0,SUNSET CLIFFS BOULEVARD,
18399,2017-10,1,0,F STREET,
18400,2017-10,0,0,ORANGE AVENUE,
18401,2017-10,1,0,FRIARS ROAD,
18402,2017-10,1,0,FRIARS ROAD,
18403,2017-10,0,0,TORREY PINES ROAD,
18406,2017-10,0,0,UNIVERSITY AVENUE,
18408,2017-10,0,0,SUNSET CLIFFS BOULEVARD,
18409,2017-10,0,0,SEA WORLD DRIVE,
18411,2017-10,0,0,OCEAN VIEW BOULEVARD,
18412,2017-10,2,0,IMPERIAL AVENUE,
18413,2017-10,2,0,IMPERIAL AVENUE,
18414,2017-10,0,0,NOBEL DRIVE,
18415,2017-10,1,0,GENESEE AVENUE,
18416,2017-10,1,0,PACIFIC HIGHWAY,
18417,2017-10,0,0,CARMEL MTN ROAD,
18418,2017-10,1,0,CRANDALL DRIVE,TAIT STREET
18419,2017-10,0,0,BOUNDARY STREET,
18422,2017-10,1,0,G STREET,
18423,2017-10,1,0,G STREET,
18424,2017-10,0,0,GRAND AVENUE,
18425,2017-10,1,0,TED WILLIAMS PARKWAY,
18426,2017-10,0,0,SPRUCE STREET,
18430,2017-10,0,0,COMSTOCK STREET,
18431,2017-10,0,0,COMSTOCK STREET,
18432,2017-10,0,0,REDWOOD STREET,
18433,2017-10,0,0,NOBEL DRIVE,
18434,2017-10,0,0,NOBEL DRIVE,
18435,2017-10,0,0,VAN DYKE AVENUE,
18436,2017-10,0,0,CLAIREMONT DRIVE,LAKEHURST AVENUE
18437,2017-10,0,0,CLAIREMONT DRIVE,LAKEHURST AVENUE
18440,2017-10,0,0,LA JOLLA VILLAGE DRIVE,
18441,2017-10,1,0,MARKET STREET,
18442,2017-10,1,0,MARKET STREET,
18444,2017-10,1,0,UNIVERSITY AVENUE,
18445,2017-10,1,0,UNIVERSITY AVENUE,
18446,2017-10,0,0,LOGAN AVENUE,
18450,2017-10,1,0,UNIVERSITY AVENUE,
18451,2017-10,1,0,UNIVERSITY AVENUE,
18452,2017-10,1,0,CEDAR STREET,
18453,2017-10,1,0,CEDAR STREET,
18455,2017-10,0,0,GENESEE AVENUE,
18456,2017-10,0,0,GARNET AVENUE,
18457,2017-10,0,0,GARNET AVENUE,
18458,2017-10,0,0,GARNET AVENUE,
18459,2017-10,1,0,HANCOCK STREET,
18460,2017-10,1,0,HANCOCK STREET,
18461,2017-10,0,0,K STREET,
18462,2017-10,0,0,ROLANDO BOULEVARD,
18463,2017-10,0,0,ROLANDO BOULEVARD,
18464,2017-10,0,0,FRIARS ROAD,
18466,2017-10,3,0,CANON STREET,ROSECRANS STREET
18467,2017-10,3,0,CANON STREET,ROSECRANS STREET
18468,2017-10,0,0,MIRAMAR PLACE,MIRAMAR ROAD
18469,2017-10,0,0,MIRAMAR PLACE,MIRAMAR ROAD
18470,2017-10,1,0,DENNERY ROAD,
18471,2017-10,1,0,DENNERY ROAD,
18474,2017-10,1,0,BALBOA AVENUE,
18475,2017-10,1,0,BALBOA AVENUE,
18476,2017-10,3,0,COLLEGE AVENUE,
18477,2017-10,3,0,COLLEGE AVENUE,
18478,2017-10,0,0,ROSECRANS STREET,
18480,2017-10,0,0,MESA COLLEGE DRIVE,
18481,2017-10,0,0,RANCHO CARMEL DRIVE,
18483,2017-10,0,0,OCEAN VIEW BOULEVARD,
18484,2017-10,0,0,CLAIREMONT MESA BOULEVARD,
18485,2017-10,1,0,IMPERIAL AVENUE,
18486,2017-10,1,0,IMPERIAL AVENUE,
18487,2017-10,1,1,RANCHO MISSION ROAD,
18488,2017-10,1,1,RANCHO MISSION ROAD,
18489,2017-10,1,0,HAMMOND DRIVE,SANDROCK ROAD
18490,2017-10,1,0,HAMMOND DRIVE,SANDROCK ROAD
18491,2017-10,0,1,GENESEE AVENUE,LINDA VISTA ROAD
18492,2017-10,0,1,GENESEE AVENUE,LINDA VISTA ROAD
18495,2017-10,1,0,COLLEGE AVENUE,
18496,2017-10,1,0,COLLEGE AVENUE,
18497,2017-10,1,0,MONTEZUMA ROAD,
18498,2017-10,0,0,GRAND AVENUE,
18506,2017-10,0,0,HOLLISTER STREET,
18507,2017-10,2,0,EL CAJON BOULEVARD,
18508,2017-10,2,0,EL CAJON BOULEVARD,
18509,2017-10,2,0,EL CAJON BOULEVARD,
18510,2017-10,3,0,SCRIPPS POWAY PARKWAY,
18511,2017-10,3,0,SCRIPPS POWAY PARKWAY,
18512,2017-10,3,0,SCRIPPS POWAY PARKWAY,
18513,2017-10,3,0,WASHINGTON STREET,
18514,2017-10,3,0,WASHINGTON STREET,
18515,2017-10,3,0,WASHINGTON STREET,
18516,2017-10,3,0,WASHINGTON STREET,
18517,2017-10,3,0,WASHINGTON STREET,
18518,2017-10,0,0,ROSECRANS STREET,
18519,2017-10,1,0,ROSECRANS STREET,
18520,2017-10,1,0,ROSECRANS STREET,
18521,2017-10,1,0,WASHINGTON STREET,
18522,2017-10,1,0,WASHINGTON STREET,
18523,2017-10,0,0,MARKET STREET,
18524,2017-10,2,0,CLAIREMONT MESA BOULEVARD,
18525,2017-10,2,0,CLAIREMONT MESA BOULEVARD,
18526,2017-10,0,0,TURQUOISE STREET,
18527,2017-10,0,0,TURQUOISE STREET,
18528,2017-10,1,0,KEARNY VILLA ROAD,
18529,2017-10,1,0,KEARNY VILLA ROAD,
18530,2017-10,0,0,GARNET AVENUE,
18531,2017-10,1,0,MT ACADIA BOULEVARD,
18532,2017-10,2,0,WASHINGTON STREET,
18533,2017-10,2,0,WASHINGTON STREET,
18534,2017-10,0,0,FEDERAL BOULEVARD,
18535,2017-10,0,0,JAMACHA ROAD,
18536,2017-10,0,0,FERN STREET,
18538,2017-10,0,0,GRAPE STREET,
18539,2017-10,0,0,GARNET AVENUE,
18540,2017-10,0,0,GARNET AVENUE,
18541,2017-10,0,0,GARNET AVENUE,
18542,2017-10,0,0,GARNET AVENUE,
18543,2017-11,0,0,WARING ROAD,
18544,2017-11,0,0,WESTVIEW PARKWAY,
18546,2017-11,2,0,MARKET STREET,
18547,2017-11,2,0,MARKET STREET,
18548,2017-11,1,0,COLLEGE AVENUE,
18549,2017-11,1,0,COLLEGE AVENUE,
18552,2017-11,4,0,EL CAJON BOULEVARD,
18553,2017-11,4,0,EL CAJON BOULEVARD,
18554,2017-11,0,0,TRADE PLACE,
18563,2017-11,1,0,FELSPAR STREET,
18564,2017-11,2,0,SATURN BOULEVARD,
18565,2017-11,2,0,SATURN BOULEVARD,
18571,2017-11,1,0,CLAIREMONT MESA BOULEVARD,
18572,2017-11,1,0,CLAIREMONT MESA BOULEVARD,
18573,2017-11,1,0,CLAIREMONT MESA BOULEVARD,
18575,2017-11,0,0,CLAIREMONT MESA BOULEVARD,
18577,2017-11,0,0,FRIARS ROAD,
18578,2017-11,1,0,NAVAJO ROAD,
18579,2017-11,1,0,NAVAJO ROAD,
18581,2017-11,1,0,FAIRMOUNT AVENUE,
18582,2017-11,1,0,FAIRMOUNT AVENUE,
18583,2017-11,1,0,FAIRMOUNT AVENUE,
18584,2017-11,0,0,SKYLINE DRIVE,
18585,2017-11,0,0,DEL MAR HEIGHTS ROAD,
18586,2017-11,0,0,DEL MAR HEIGHTS ROAD,
18587,2017-11,0,0,FEDERAL BOULEVARD,
18588,2017-11,0,0,FEDERAL BOULEVARD,
18589,2017-11,2,0,UNIVERSITY AVENUE,
18590,2017-11,2,0,UNIVERSITY AVENUE,
18591,2017-11,1,0,FRIARS ROAD,
18592,2017-11,1,0,SUNSET CLIFFS BOULEVARD,
18593,2017-11,1,0,SUNSET CLIFFS BOULEVARD,
18596,2017-11,0,0,COLLEGE AVENUE,
18597,2017-11,1,0,ROSECRANS STREET,
18598,2017-11,1,0,ROSECRANS STREET,
18602,2017-11,1,0,UNIVERSITY AVENUE,
18603,2017-11,1,0,UNIVERSITY AVENUE,
18604,2017-11,1,0,UNIVERSITY AVENUE,
18605,2017-11,1,0,BRITANNIA BOULEVARD,I-905 EB
18606,2017-11,1,0,BRITANNIA BOULEVARD,I-905 EB
18607,2017-11,1,0,FRIARS ROAD,
18608,2017-11,1,0,FRIARS ROAD,
18611,2017-11,1,0,MIRA MESA BOULEVARD,
18612,2017-11,0,0,FAIRMOUNT AVENUE,
18613,2017-11,0,0,GRAND AVENUE,
18617,2017-11,0,0,DIAMOND STREET,INGRAHAM STREET
18618,2017-11,0,0,DIAMOND STREET,INGRAHAM STREET
18619,2017-11,1,0,CATALINA BOULEVARD,
18620,2017-11,1,0,CATALINA BOULEVARD,
18621,2017-11,2,0,BRANDYWOOD STREET,
18622,2017-11,2,0,BRANDYWOOD STREET,
18623,2017-11,2,0,BRANDYWOOD STREET,
18624,2017-11,2,0,BRANDYWOOD STREET,
18625,2017-11,3,0,MONTEZUMA ROAD,
18626,2017-11,3,0,MONTEZUMA ROAD,
18627,2017-11,3,0,MONTEZUMA ROAD,
18628,2017-11,3,0,MONTEZUMA ROAD,
18629,2017-11,0,0,EL CAJON BOULEVARD,
18630,2017-11,0,0,FRIARS ROAD,
18631,2017-11,0,0,FRIARS ROAD,
18632,2017-11,0,0,RANCHO MISSION ROAD,
18635,2017-11,1,0,LA JOLLA COLONY DRIVE,
18636,2017-11,0,0,EL CAJON BOULEVARD,
18637,2017-11,0,0,EUCLID AVENUE,
18640,2017-11,0,0,KETTNER BOULEVARD,
18641,2017-11,1,0,LINDA VISTA ROAD,
18642,2017-11,1,0,LINDA VISTA ROAD,
18645,2017-11,0,0,PRODUCTION AVENUE,
18646,2017-11,0,0,ORANGE AVENUE,
18651,2017-11,0,0,LA JOLLA VILLAGE DRIVE,
18652,2017-11,1,0,MIRA MESA BOULEVARD,WESTVIEW PARKWAY
18653,2017-11,1,0,MIRA MESA BOULEVARD,WESTVIEW PARKWAY
18654,2017-11,1,0,UNIVERSITY AVENUE,
18655,2017-11,1,0,UNIVERSITY AVENUE,
18659,2017-11,1,0,ASH STREET,
18660,2017-11,1,0,ASH STREET,
18662,2017-11,1,0,PACIFIC BEACH DRIVE,
18663,2017-11,1,0,PACIFIC BEACH DRIVE,
18664,2017-11,1,0,MARKET STREET,
18665,2017-11,1,0,MARKET STREET,
18666,2017-11,1,0,MARKET STREET,
18667,2017-11,1,0,GARNET AVENUE,
18668,2017-11,1,0,GARNET AVENUE,
18669,2017-11,0,0,POTOMAC STREET,
18670,2017-11,0,0,POTOMAC STREET,
18671,2017-11,0,0,POTOMAC STREET,
18672,2017-11,2,0,AERO DRIVE,
18673,2017-11,2,0,AERO DRIVE,
18674,2017-11,1,0,WASHINGTON STREET,
18675,2017-11,1,0,WASHINGTON STREET,
18682,2017-11,1,0,PACIFIC HIGHWAY,
18686,2017-11,2,0,CLAIREMONT MESA BOULEVARD,
18687,2017-11,2,0,CLAIREMONT MESA BOULEVARD,
18690,2017-11,3,0,UNIVERSITY AVENUE,
18691,2017-11,3,0,UNIVERSITY AVENUE,
18692,2017-11,1,0,EL CAJON BOULEVARD,
18693,2017-11,1,0,EL CAJON BOULEVARD,
18694,2017-11,0,0,EL CAJON BOULEVARD,
18695,2017-11,1,0,MIRA MESA BOULEVARD,
18696,2017-11,1,0,EASTGATE MALL,
18698,2017-11,2,0,MISSION GORGE ROAD,
18700,2017-11,0,0,VILLA LA JOLLA DRIVE,
18706,2017-11,1,0,EL CAJON BOULEVARD,
18708,2017-11,4,0,CLAIREMONT DRIVE,
18709,2017-11,4,0,CLAIREMONT DRIVE,
18712,2017-11,0,0,EL CAJON BOULEVARD,
18713,2017-11,0,0,EL CAJON BOULEVARD,
18714,2017-11,1,0,FAIRMOUNT AVENUE,
18715,2017-11,1,0,FAIRMOUNT AVENUE,
18717,2017-11,3,0,BALTIC STREET,LINDA VISTA FRONTAGE ROAD
18718,2017-11,3,0,BALTIC STREET,LINDA VISTA FRONTAGE ROAD
18719,2017-11,0,0,ROSECRANS STREET,
18720,2017-11,0,0,CLAIREMONT MESA BOULEVARD,
18721,2017-11,0,0,CLAIREMONT MESA BOULEVARD,
18722,2017-11,0,0,HANCOCK STREET,
18726,2017-11,1,0,MT ACADIA BOULEVARD,
18727,2017-11,3,0,BLACK MTN ROAD,
18728,2017-11,3,0,BLACK MTN ROAD,
18731,2017-11,0,0,MISSION BOULEVARD,
18732,2017-11,1,0,GARNET AVENUE,
18733,2017-11,1,0,GARNET AVENUE,
18734,2017-11,1,0,COLLEGE AVENUE,
18735,2017-11,1,0,COLLEGE AVENUE,
18736,2017-11,0,0,MT ALIFAN DRIVE,
18737,2017-11,0,0,VENTURA PLACE,
18738,2017-11,0,0,JAMACHA ROAD,
18739,2017-11,0,0,F STREET,
18740,2017-11,0,0,F STREET,
18741,2017-11,0,0,ASH STREET,
18742,2017-11,2,0,FRIARS ROAD,
18743,2017-11,2,0,FRIARS ROAD,
18744,2017-11,2,0,FRIARS ROAD,
18747,2017-11,0,0,KENWOOD STREET,
18748,2017-11,1,0,OHIO STREET,
18749,2017-11,1,0,OHIO STREET,
18750,2017-11,1,0,RANCHO CARMEL DRIVE,
18751,2017-11,1,0,RANCHO CARMEL DRIVE,
18752,2017-11,1,0,REED AVENUE,
18753,2017-11,1,0,REED AVENUE,
18754,2017-11,1,0,EL CAJON BOULEVARD,
18755,2017-11,1,0,EL CAJON BOULEVARD,
18759,2017-11,0,0,EASTGATE MALL,
18760,2017-11,1,0,HARBOR DRIVE,
18761,2017-11,0,0,UNIVERSITY AVENUE,
18762,2017-11,0,0,UNIVERSITY AVENUE,
18763,2017-11,3,0,FAIRMOUNT AVENUE,
18764,2017-11,3,0,FAIRMOUNT AVENUE,
18765,2017-11,1,0,RANCHO MISSION ROAD,
18766,2017-11,1,0,RANCHO MISSION ROAD,
18767,2017-11,1,0,MISSION GORGE ROAD,
18768,2017-11,1,0,MISSION GORGE ROAD,
18769,2017-11,1,0,SCOTT STREET,SHELTER ISLAND DRIVE
18770,2017-11,1,0,SCOTT STREET,SHELTER ISLAND DRIVE
18772,2017-11,1,0,EL CAJON BOULEVARD,
18773,2017-11,1,0,EL CAJON BOULEVARD,
18774,2017-11,0,0,COLE STREET,
18777,2017-11,0,0,NATIONAL AVENUE,
18778,2017-11,1,0,VILLA LA JOLLA DRIVE,
18779,2017-11,1,0,VILLA LA JOLLA DRIVE,
18781,2017-11,0,0,EUCLID AVENUE,
18782,2017-11,1,0,HOLLISTER STREET,
18783,2017-11,1,0,HOLLISTER STREET,
18785,2017-11,0,0,MISSION BOULEVARD,
18786,2017-11,0,0,WASHINGTON STREET,
18787,2017-11,0,0,ISLAND AVENUE,
18788,2017-11,0,0,ISLAND AVENUE,
18789,2017-11,1,0,EUCLID AVENUE,
18790,2017-11,1,0,EUCLID AVENUE,
18791,2017-11,1,0,FAIRMOUNT AVENUE,
18792,2017-11,1,0,FAIRMOUNT AVENUE,
18793,2017-11,1,0,HOLLISTER STREET,
18794,2017-11,1,0,HOLLISTER STREET,
18798,2017-11,1,0,TIERRASANTA BOULEVARD,
18799,2017-11,1,0,TIERRASANTA BOULEVARD,
18800,2017-11,3,0,VISTA SORRENTO PARKWAY,
18801,2017-11,3,0,VISTA SORRENTO PARKWAY,
18802,2017-11,3,0,VISTA SORRENTO PARKWAY,
18804,2017-11,1,0,INGRAHAM STREET,
18805,2017-11,1,0,INGRAHAM STREET,
18806,2017-11,1,0,INGRAHAM STREET,
18807,2017-11,0,0,LYTTON STREET,
18810,2017-11,1,0,UNIVERSITY AVENUE,
18811,2017-11,1,0,UNIVERSITY AVENUE,
18814,2017-11,1,0,UNIVERSITY AVENUE,
18815,2017-11,1,0,UNIVERSITY AVENUE,
18816,2017-11,1,0,UNIVERSITY AVENUE,
18817,2017-11,1,0,UNIVERSITY AVENUE,
18818,2017-11,0,0,BALBOA AVENUE,GENESEE AVENUE
18819,2017-11,1,0,SCRIPPS POWAY PARKWAY,
18820,2017-11,1,0,EUCLID AVENUE,
18825,2017-11,3,0,EL CAJON BOULEVARD,
18826,2017-11,3,0,EL CAJON BOULEVARD,
18827,2017-11,1,0,BLACK MTN ROAD,
18828,2017-11,1,0,BLACK MTN ROAD,
18829,2017-11,1,0,BLACK MTN ROAD,
18830,2017-11,1,0,BLACK MTN ROAD,
18831,2017-11,1,0,BLACK MTN ROAD,
18832,2017-11,1,0,BLACK MTN ROAD,
18833,2017-11,0,0,CORONADO AVENUE,
18836,2017-11,0,0,AERO DRIVE,
18838,2017-11,2,0,INGRAHAM STREET,
18839,2017-11,2,0,INGRAHAM STREET,
18840,2017-11,2,0,INGRAHAM STREET,
18845,2017-11,1,0,MIRAMAR ROAD,
18846,2017-11,0,0,ARBOR DRIVE,
18849,2017-11,1,0,KURTZ STREET,
18850,2017-11,1,0,KURTZ STREET,
18851,2017-11,0,0,TORREY PINES ROAD,
18852,2017-11,0,0,RANCHO MISSION ROAD,
18855,2017-11,0,0,PARK RIDGE BOULEVARD,
18856,2017-11,1,0,WESTVIEW PARKWAY,
18857,2017-11,1,0,FRIARS ROAD,
18858,2017-11,1,0,FRIARS ROAD,
18859,2017-11,2,0,RUFFIN ROAD,
18861,2017-11,1,0,MONTEZUMA ROAD,
18862,2017-11,1,0,MONTEZUMA ROAD,
18868,2017-11,1,0,PARK BOULEVARD,
18869,2017-11,0,0,GOLD COAST DRIVE,
18870,2017-11,1,0,ADAMS AVENUE,
18871,2017-11,1,0,ADAMS AVENUE,
18872,2017-11,0,0,CARMEL VALLEY ROAD,
18873,2017-11,0,0,CARMEL VALLEY ROAD,
18876,2017-11,2,0,CARROLL CANYON ROAD,
18877,2017-11,2,0,CARROLL CANYON ROAD,
18878,2017-11,1,0,IRIS AVENUE,
18879,2017-11,1,0,LA JOLLA PARKWAY,
18880,2017-11,1,0,LA JOLLA PARKWAY,
18881,2017-11,1,0,LA JOLLA PARKWAY,
18882,2017-11,1,0,LA JOLLA PARKWAY,
18883,2017-11,0,0,FLORIDA STREET,
18886,2017-11,0,0,PACIFIC HIGHWAY,
18887,2017-11,1,0,EL CAJON BOULEVARD,
18890,2017-11,1,0,NATIONAL AVENUE,
18891,2017-11,3,0,HARBOR DRIVE,
18892,2017-11,3,0,HARBOR DRIVE,
18897,2017-11,0,0,FRIARS ROAD,
18898,2017-11,2,0,MONTEZUMA ROAD,
18899,2017-11,2,0,MONTEZUMA ROAD,
18902,2017-11,2,0,MURPHY CANYON ROAD,
18903,2017-11,2,0,MURPHY CANYON ROAD,
18904,2017-11,0,0,PALM AVENUE,
18905,2017-11,0,0,PALM AVENUE,
18907,2017-11,1,0,CARMEL MTN ROAD,
18908,2017-11,1,0,CARMEL MTN ROAD,
18909,2017-11,2,0,COLLEGE AVENUE,
18910,2017-11,2,0,SUNSET CLIFFS BOULEVARD,
18911,2017-11,2,0,SUNSET CLIFFS BOULEVARD,
