,date_time,injured,killed,street_name_primary,street_name_intersecting
18915,2017-11,0,0,LA JOLLA BOULEVARD,
18920,2017-11,0,0,VALETA STREET,
18922,2017-11,0,0,KETTNER BOULEVARD,
18923,2017-11,0,0,KETTNER BOULEVARD,
18925,2017-11,1,0,KETTNER BOULEVARD,
18926,2017-11,2,0,PICADOR BOULEVARD,
18927,2017-11,2,0,PICADOR BOULEVARD,
18928,2017-11,2,0,PICADOR BOULEVARD,
18929,2017-11,0,0,LEBON DRIVE,
18931,2017-11,0,0,NORMAL STREET,
18933,2017-11,0,0,FRONT STREET,
18934,2017-11,1,0,FRONT STREET,
18935,2017-11,0,0,ARAGON DRIVE,
18937,2017-11,1,0,ROSECRANS STREET,
18938,2017-11,1,0,ROSECRANS STREET,
18939,2017-11,1,0,MISSION BAY DRIVE,
18940,2017-11,1,0,MISSION BAY DRIVE,
18942,2017-11,0,0,LA JOLLA BOULEVARD,
18943,2017-11,2,0,IMPERIAL AVENUE,
18944,2017-11,2,0,IMPERIAL AVENUE,
18945,2017-11,1,0,NIAGARA AVENUE,
18946,2017-11,1,0,NIAGARA AVENUE,
18947,2017-11,1,0,GENESEE AVENUE,
18948,2017-11,1,0,GENESEE AVENUE,
18949,2017-11,2,0,GENESEE AVENUE,
18950,2017-11,2,0,GENESEE AVENUE,
18951,2017-11,2,0,GENESEE AVENUE,
18952,2017-11,1,0,SCRIPPS HIGHLANDS DRIVE,
18954,2017-11,2,0,CARMEL VALLEY ROAD,
18955,2017-11,2,0,CARMEL VALLEY ROAD,
18956,2017-11,0,0,EUCLID AVENUE,
18960,2017-11,0,0,LA JOLLA BOULEVARD,
18961,2017-11,0,0,ALABAMA STREET,HOWARD AVENUE
18963,2017-11,2,0,EL CAJON BOULEVARD,
18967,2017-11,0,0,TURQUOISE STREET,
18968,2017-11,2,0,LA JOLLA VILLAGE DRIVE,
18969,2017-11,2,0,LA JOLLA VILLAGE DRIVE,
18970,2017-11,2,0,LA JOLLA VILLAGE DRIVE,
18971,2017-11,2,0,LA JOLLA VILLAGE DRIVE,
18974,2017-11,0,0,BEYER BOULEVARD,IRIS AVENUE
18975,2017-11,0,0,BEYER BOULEVARD,IRIS AVENUE
18976,2017-11,1,0,G STREET,
18977,2017-11,1,0,G STREET,
18978,2017-11,1,0,FRIARS ROAD,
18979,2017-11,1,0,FRIARS ROAD,
18981,2017-11,1,0,EUCLID AVENUE,
18982,2017-11,1,0,SUNSET CLIFFS BOULEVARD,
18983,2017-11,1,0,SUNSET CLIFFS BOULEVARD,
18988,2017-11,1,0,UNIVERSITY AVENUE,
18989,2017-11,1,0,UNIVERSITY AVENUE,
18991,2017-11,0,0,HERSCHEL AVENUE,
18992,2017-11,0,0,KEARNY VILLA ROAD,
18993,2017-11,0,0,SWIFT AVENUE,
18995,2017-11,0,1,LIGHTWAVE AVENUE,
18996,2017-11,1,0,WORDEN STREET,
18997,2017-11,1,0,WORDEN STREET,
18998,2017-11,0,0,GRAND AVENUE,
18999,2017-11,1,0,CLAIREMONT MESA BOULEVARD,LUNA AVENUE
19000,2017-11,2,0,PARK BOULEVARD,
19001,2017-11,2,0,PARK BOULEVARD,
19002,2017-11,0,0,BOUNDARY STREET,
19003,2017-11,0,0,ALSACIA STREET,
19004,2017-11,1,0,GRAPE STREET,
19005,2017-11,1,0,GRAPE STREET,
19006,2017-11,1,0,GRAPE STREET,
19007,2017-11,0,0,KENWOOD STREET,
19008,2017-11,0,0,BALBOA DRIVE,
19009,2017-11,0,0,BALBOA DRIVE,
19010,2017-11,0,0,COLLEGE AVENUE,
19011,2017-11,2,0,GENESEE AVENUE,
19012,2017-11,2,0,GENESEE AVENUE,
19013,2017-11,2,0,GENESEE AVENUE,
19018,2017-11,0,0,BALBOA AVENUE,
19019,2017-11,1,0,MAYA LINDA ROAD,
19020,2017-11,1,0,MAYA LINDA ROAD,
19021,2017-11,2,0,BALBOA AVENUE,
19022,2017-11,2,0,BALBOA AVENUE,
19023,2017-11,1,0,MARKET STREET,
19024,2017-11,0,0,MISSION BOULEVARD,
19025,2017-11,1,0,MORRELL STREET,PACIFIC BEACH DRIVE
19026,2017-11,0,0,TEXAS STREET,
19027,2017-11,0,0,TEXAS STREET,
19029,2017-11,0,0,GIRARD AVENUE,
19031,2017-11,0,0,BOUNDARY STREET,
19032,2017-11,0,0,MERCURY STREET,
19036,2017-11,0,0,THERMAL AVENUE,
19037,2017-11,1,0,GILMAN DRIVE,
19038,2017-11,2,0,OCEAN VIEW BOULEVARD,
19039,2017-11,2,0,SKYLINE DRIVE,
19040,2017-11,2,0,SKYLINE DRIVE,
19041,2017-11,1,0,SAN DIEGO MISSION ROAD,
19042,2017-11,1,0,SAN DIEGO MISSION ROAD,
19043,2017-11,0,0,NAVAJO ROAD,
19044,2017-11,1,0,WIGHTMAN STREET,
19045,2017-11,1,0,WIGHTMAN STREET,
19046,2017-11,1,0,G STREET,
19047,2017-11,0,0,GRAND AVENUE,
19048,2017-11,0,0,BALBOA AVENUE,
19049,2017-11,0,0,BALBOA AVENUE,
19050,2017-11,0,0,UNIVERSITY AVENUE,
19053,2017-11,1,0,AKINS AVENUE,
19054,2017-11,1,0,AKINS AVENUE,
19055,2017-11,0,0,STALMER STREET,
19056,2017-11,0,0,IMPERIAL AVENUE,ECL REDWORKS DRIVEWA
19057,2017-11,0,0,RANCHO BERNARDO ROAD,
19060,2017-11,2,0,BALBOA AVENUE,
19061,2017-11,2,0,BALBOA AVENUE,
19062,2017-11,2,0,BALBOA AVENUE,
19063,2017-11,1,0,UNIVERSITY AVENUE,
19064,2017-11,1,0,LA JOLLA VILLAGE DRIVE,
19065,2017-11,1,0,LA JOLLA VILLAGE DRIVE,
19066,2017-11,1,0,ARBOR DRIVE,
19067,2017-11,1,0,ARBOR DRIVE,
19068,2017-11,1,0,MANZANA WAY,
19069,2017-11,1,0,MANZANA WAY,
19070,2017-11,1,0,MANZANA WAY,
19071,2017-11,1,0,MANZANA WAY,
19073,2017-11,2,0,FRIARS ROAD,
19074,2017-11,2,0,FRIARS ROAD,
19075,2017-11,0,0,ORO VISTA ROAD,
19076,2017-11,0,0,APPLETON STREET,GENESEE AVENUE
19077,2017-11,0,0,APPLETON STREET,GENESEE AVENUE
19079,2017-11,0,0,MAIN STREET,
19080,2017-11,0,0,MAIN STREET,
19083,2017-11,2,0,DELTA STREET,
19084,2017-11,2,0,DELTA STREET,
19085,2017-11,1,0,PARK BOULEVARD,
19087,2017-11,0,0,LOGAN AVENUE,
19088,2017-11,0,0,MIRA MESA BOULEVARD,
19089,2017-11,0,0,MIRA MESA BOULEVARD,
19090,2017-11,0,0,CAMINO DEL RIO W,
19092,2017-11,1,0,MAIN STREET,
19093,2017-11,1,0,MAIN STREET,
19094,2017-11,0,0,UNIVERSITY AVENUE,
19095,2017-11,1,0,PALM AVENUE,
19096,2017-11,1,0,PALM AVENUE,
19098,2017-11,0,0,EXECUTIVE WAY,LA JOLLA VILLAGE DRIVE
19099,2017-11,0,0,EXECUTIVE WAY,LA JOLLA VILLAGE DRIVE
19100,2017-11,0,0,BOUNDARY STREET,UNIVERSITY AVENUE
19103,2017-11,1,0,GRAND AVENUE,
19104,2017-11,1,0,GRAND AVENUE,
19105,2017-11,1,0,GRAND AVENUE,
19108,2017-11,1,0,CATOCTIN DRIVE,
19109,2017-11,1,0,CATOCTIN DRIVE,
19110,2017-11,1,0,CATOCTIN DRIVE,
19111,2017-11,1,0,CATOCTIN DRIVE,
19112,2017-11,1,0,GARNET AVENUE,
19113,2017-11,1,0,GARNET AVENUE,
19114,2017-11,0,0,WOODROW AVENUE,
19116,2017-11,1,0,EL CAJON BOULEVARD,
19117,2017-11,1,0,EL CAJON BOULEVARD,
19118,2017-11,0,0,MARKET STREET,
19122,2017-11,3,0,GENESEE AVENUE,
19123,2017-11,3,0,GENESEE AVENUE,
19124,2017-11,3,0,GENESEE AVENUE,
19125,2017-11,3,0,GENESEE AVENUE,
19126,2017-11,0,0,UNIVERSITY AVENUE,
19127,2017-11,0,0,ALBATROSS STREET,
19129,2017-11,1,0,FLORIDA STREET,
19130,2017-11,1,0,FLORIDA STREET,
19132,2017-11,0,0,PALM AVENUE,
19133,2017-11,0,0,PALM AVENUE,
19134,2017-11,0,0,PALM AVENUE,
19135,2017-11,0,0,PALM AVENUE,
19136,2017-11,3,0,MIRA MESA BOULEVARD,
19137,2017-11,3,0,MIRA MESA BOULEVARD,
19138,2017-11,3,0,MIRA MESA BOULEVARD,
19140,2017-11,1,0,DELTA STREET,
19141,2017-11,1,0,MESA COLLEGE DRIVE,
19142,2017-11,1,0,MESA COLLEGE DRIVE,
19143,2017-11,0,0,HARBOR DRIVE,
19144,2017-11,0,0,GARNET AVENUE,
19145,2017-11,0,0,GARNET AVENUE,
19146,2017-11,1,0,UNIVERSITY AVENUE,
19148,2017-11,0,0,OLNEY STREET,
19149,2017-11,0,0,OLNEY STREET,
19150,2017-11,0,0,BRIARWOOD ROAD,
19151,2017-11,1,0,SAN PASQUAL VALLEY ROAD,
19154,2017-11,0,0,WABASH AVENUE,
19157,2017-11,1,0,MARKET STREET,
19158,2017-11,1,0,MARKET STREET,
19159,2017-11,1,0,MARKET STREET,
19160,2017-11,0,0,UNIVERSITY AVENUE,
19162,2017-11,0,0,LA PLAYA AVENUE,
19163,2017-11,1,0,KETTNER BOULEVARD,
19171,2017-11,0,0,NIMITZ BOULEVARD,
19172,2017-11,0,0,NIMITZ BOULEVARD,
19174,2017-11,0,0,MISSION BOULEVARD,
19177,2017-11,1,0,MISSION CENTER ROAD,
19178,2017-11,1,0,MISSION CENTER ROAD,
19183,2017-11,0,0,SAN JACINTO DRIVE,
19186,2017-11,1,0,DUSK DRIVE,
19187,2017-11,1,0,DUSK DRIVE,
19188,2017-11,1,0,DUSK DRIVE,
19190,2017-11,0,0,UNIVERSITY AVENUE,
19191,2017-11,0,0,UNIVERSITY AVENUE,
19192,2017-11,0,0,UNIVERSITY AVENUE,
19193,2017-11,0,0,PACIFIC HIGHWAY,
19194,2017-11,0,0,PACIFIC HIGHWAY,
19195,2017-11,2,0,MARKET STREET,
19196,2017-11,2,0,MARKET STREET,
19197,2017-11,1,0,BEYER BOULEVARD,DAIRY MART ROAD
19198,2017-11,1,0,BEYER BOULEVARD,DAIRY MART ROAD
19199,2017-11,0,0,INNOVATION DRIVE,
19200,2017-11,1,0,MIRA MESA BOULEVARD,
19201,2017-11,1,0,MIRA MESA BOULEVARD,
19202,2017-11,0,0,FAIRMOUNT AVENUE,
19203,2017-11,1,0,MARKET STREET,
19204,2017-11,1,0,CARMEL MTN ROAD,
19205,2017-11,1,0,CARMEL MTN ROAD,
19206,2017-11,0,0,VILLA LA JOLLA DRIVE,
19207,2017-11,0,0,LOWELL STREET,
19209,2017-11,1,0,MIDWAY DRIVE,
19210,2017-11,1,0,MIDWAY DRIVE,
19211,2017-11,5,0,FRIARS ROAD,
19214,2017-11,0,0,CARMEL MTN ROAD,
19217,2017-11,1,0,MESA COLLEGE DRIVE,
19218,2017-11,1,0,MESA COLLEGE DRIVE,
19219,2017-11,1,0,MIRAMAR ROAD,
19220,2017-11,1,0,MIRAMAR ROAD,
19221,2017-11,1,0,MIRAMAR ROAD,
19222,2017-11,0,0,FEDERAL BOULEVARD,
19223,2017-11,1,0,EL CAJON BOULEVARD,
19224,2017-11,1,0,PACIFIC BEACH DRIVE,
19225,2017-11,1,0,PACIFIC BEACH DRIVE,
19226,2017-11,0,0,COTTONWOOD ROAD,
19227,2017-11,0,0,COTTONWOOD ROAD,
19228,2017-11,1,0,LINCOLN AVENUE,
19231,2017-11,4,0,UNIVERSITY AVENUE,
19232,2017-11,4,0,UNIVERSITY AVENUE,
19233,2017-11,4,0,UNIVERSITY AVENUE,
19234,2017-11,4,0,UNIVERSITY AVENUE,
19235,2017-11,2,0,SOLEDAD MTN ROAD,
19236,2017-11,2,0,SOLEDAD MTN ROAD,
19237,2017-11,0,0,MAIN STREET,
19238,2017-11,0,0,MAIN STREET,
19239,2017-11,0,0,UNIVERSITY AVENUE,
19241,2017-11,0,0,IMPERIAL AVENUE,
19242,2017-11,0,0,IMPERIAL AVENUE,
19243,2017-11,1,0,COLLEGE AVENUE,
19244,2017-11,1,0,COLLEGE AVENUE,
19245,2017-11,1,0,COLLEGE AVENUE,
19246,2017-11,1,0,COLLEGE AVENUE,
19248,2017-11,0,0,MARKET STREET,
19249,2017-11,0,0,MARKET STREET,
19250,2017-11,0,0,UNIVERSITY AVENUE,
19252,2017-11,0,0,CHURCHWARD STREET,
19253,2017-11,0,0,CHURCHWARD STREET,
19260,2017-11,3,0,COLLEGE AVENUE,
19261,2017-11,3,0,COLLEGE AVENUE,
19262,2017-11,3,0,COLLEGE AVENUE,
19263,2017-11,0,0,SAN YSIDRO BOULEVARD,
19264,2017-11,1,0,ROSECRANS STREET,
19265,2017-11,1,0,ROSECRANS STREET,
19267,2017-11,1,0,UNIVERSITY AVENUE,
19268,2017-11,1,0,UNIVERSITY AVENUE,
19269,2017-11,0,0,MISSION BAY DRIVE,
19271,2017-11,1,0,POMERADO ROAD,
19272,2017-11,1,0,POMERADO ROAD,
19273,2017-11,1,0,WESTVIEW PARKWAY,
19274,2017-11,1,0,WESTVIEW PARKWAY,
19275,2017-11,2,0,IMPERIAL AVENUE,
19276,2017-11,2,0,IMPERIAL AVENUE,
19277,2017-11,1,0,TORREY PINES ROAD,
19278,2017-11,0,0,EL CAJON BOULEVARD,
19279,2017-11,1,0,NOBEL DRIVE,
19280,2017-11,1,0,ADAMS AVENUE,
19281,2017-11,1,0,C STREET,
19282,2017-11,1,0,C STREET,
19283,2017-11,0,0,MIDWAY DRIVE,
19284,2017-11,0,0,WORDEN STREET,
19285,2017-11,0,0,WORDEN STREET,
19286,2017-11,0,0,WORDEN STREET,
19287,2017-11,0,0,WORDEN STREET,
19290,2017-11,0,0,SPORTS ARENA BOULEVARD,
19292,2017-11,0,0,COLLEGE AVENUE,
19294,2017-11,2,0,CLAIREMONT MESA BOULEVARD,
19295,2017-11,2,0,IMPERIAL AVENUE,
19296,2017-11,2,0,IMPERIAL AVENUE,
19297,2017-11,2,0,IMPERIAL AVENUE,
19298,2017-11,2,0,IMPERIAL AVENUE,
19299,2017-11,2,0,IMPERIAL AVENUE,
19300,2017-11,2,0,MISSION VILLAGE DRIVE,
19301,2017-11,2,0,MISSION VILLAGE DRIVE,
19302,2017-11,2,0,MISSION VILLAGE DRIVE,
19303,2017-11,2,0,RANCHO BERNARDO ROAD,
19304,2017-11,2,0,RANCHO BERNARDO ROAD,
19305,2017-11,1,0,SPORTS ARENA BOULEVARD,
19306,2017-11,0,0,MIRA MESA BOULEVARD,
19307,2017-11,2,0,CARMEL VIEW ROAD,
19308,2017-11,2,0,CARMEL VIEW ROAD,
19309,2017-11,1,0,RANCHO BERNARDO ROAD,
19310,2017-11,1,0,RANCHO BERNARDO ROAD,
19311,2017-11,0,0,CARMEL MTN ROAD,
19312,2017-11,0,0,UNIVERSITY AVENUE,
19315,2017-11,1,0,SATURN BOULEVARD,
19316,2017-11,1,0,SATURN BOULEVARD,
19317,2017-11,0,0,PALM AVENUE,
19323,2017-11,0,0,SILVERTON AVENUE,
19326,2017-11,2,0,CONVOY STREET,DAGGET STREET
19327,2017-11,2,0,CONVOY STREET,DAGGET STREET
19333,2017-11,3,0,MIRAMAR ROAD,
19334,2017-11,3,0,MIRAMAR ROAD,
19335,2017-11,3,0,MIRAMAR ROAD,
19336,2017-11,1,0,FAIRMOUNT AVENUE,
19339,2017-11,0,0,B STREET,
19340,2017-11,1,0,EL CAJON BOULEVARD,
19341,2017-11,1,0,EL CAJON BOULEVARD,
19343,2017-11,0,0,FRIARS ROAD,
19346,2017-11,0,0,LOGAN AVENUE,
19347,2017-11,0,0,OCEAN VIEW BOULEVARD,
19348,2017-11,0,0,OCEAN VIEW BOULEVARD,
19349,2017-11,0,0,CLAIREMONT DRIVE,
19350,2017-11,0,0,IVANHOE AVENUE,
19353,2017-11,1,0,KEARNY VILLA ROAD,
19354,2017-11,1,0,KEARNY VILLA ROAD,
19357,2017-11,2,0,OTAY MESA ROAD,
19358,2017-11,2,0,OTAY MESA ROAD,
19361,2017-11,0,0,EASTGATE MALL,
19367,2017-11,3,0,MORENA BOULEVARD,
19368,2017-11,3,0,MORENA BOULEVARD,
19369,2017-11,0,0,POWAY ROAD,
19370,2017-11,1,0,CORONADO AVENUE,
19373,2017-11,0,0,STONEY PEAK DRIVE,
19374,2017-11,0,0,EL CAJON BOULEVARD,
19375,2017-11,0,0,EL CAJON BOULEVARD,
19378,2017-11,0,0,ROBINSON AVENUE,
19383,2017-11,0,0,NOBEL DRIVE,
19384,2017-11,0,0,CHOLLAS PARKWAY,
19385,2017-11,0,0,LA JOLLA VILLAGE DRIVE,
19386,2017-11,0,0,SEA WORLD DRIVE,
19387,2017-11,0,0,UNIVERSITY AVENUE,
19389,2017-11,0,0,UPAS STREET,
19390,2017-11,3,0,FAIRMOUNT AVENUE,
19391,2017-11,3,0,FAIRMOUNT AVENUE,
19392,2017-11,3,0,FAIRMOUNT AVENUE,
19397,2017-11,0,0,DEL MAR TRAILS ROAD,MONA LISA STREET
19398,2017-11,0,0,DEL MAR TRAILS ROAD,MONA LISA STREET
19400,2017-11,0,0,ULRIC STREET,
19401,2017-11,0,0,ULRIC STREET,
19402,2017-11,2,0,MARKET STREET,
19403,2017-11,2,0,MARKET STREET,
19404,2017-11,0,0,IMPERIAL AVENUE,
19405,2017-11,1,0,MIRAMAR ROAD,
19406,2017-11,1,0,MIRAMAR ROAD,
19410,2017-11,0,0,SUNSET CLIFFS BOULEVARD,
19412,2017-11,0,0,ADRIAN STREET,
19413,2017-11,0,0,EL CAJON BOULEVARD,
19414,2017-11,0,0,MISSION CENTER ROAD,
19415,2017-11,0,0,SUNSET CLIFFS BOULEVARD,
19418,2017-11,1,0,MIRAMAR ROAD,
19419,2017-11,1,0,EL CAJON BOULEVARD,
19420,2017-11,1,0,EL CAJON BOULEVARD,
19421,2017-11,1,0,EL CAJON BOULEVARD,
19423,2017-11,0,0,SASSAFRAS STREET,
19424,2017-11,0,0,PARK BOULEVARD,
19425,2017-11,0,0,PARK BOULEVARD,
19432,2017-11,0,0,DAIRY MART ROAD,SAN YSIDRO BOULEVARD
19433,2017-11,2,0,POMERADO ROAD,
19434,2017-11,2,0,POMERADO ROAD,
19435,2017-11,1,0,HIGH BLUFF DRIVE,
19436,2017-11,0,0,CHELSEA STREET,
19440,2017-11,0,0,IMPERIAL AVENUE,
19441,2017-11,1,0,FAIRMOUNT AVENUE,
19442,2017-11,1,0,FAIRMOUNT AVENUE,
19443,2017-11,1,0,MARKET STREET,
19444,2017-11,0,0,FRIARS ROAD,
19445,2017-11,2,0,GOLFCREST DRIVE,
19447,2017-11,0,0,MONROE AVENUE,
19448,2017-11,1,0,GARNET AVENUE,
19449,2017-11,1,0,GARNET AVENUE,
19450,2017-11,2,0,LA JOLLA SHORES DRIVE,
19451,2017-11,2,0,LA JOLLA SHORES DRIVE,
19452,2017-11,1,0,FRIARS ROAD,
19453,2017-11,1,0,FRIARS ROAD,
19456,2017-11,1,0,PARK BOULEVARD,
19457,2017-11,2,0,AERO DRIVE,
19458,2017-11,2,0,AERO DRIVE,
19459,2017-11,1,0,MILTON STREET,
19460,2017-11,0,0,FRIARS ROAD,
19461,2017-11,0,0,EUCLID AVENUE,
19463,2017-11,1,0,EL CAJON BOULEVARD,
19465,2017-11,0,0,UNIVERSITY AVENUE,
19466,2017-11,3,0,IMPERIAL AVENUE,REDWORKS PARKWAY
19467,2017-11,3,0,IMPERIAL AVENUE,REDWORKS PARKWAY
19468,2017-11,0,0,TRINIDAD WAY,
19469,2017-11,0,0,TRINIDAD WAY,
19470,2017-11,0,0,CONVOY STREET,
19471,2017-11,0,0,GRAND AVENUE,
19472,2017-11,0,0,GRAND AVENUE,
19473,2017-11,0,0,LANDIS STREET,
19474,2017-11,0,0,LANDIS STREET,
19475,2017-11,0,0,NIMITZ BOULEVARD,
19476,2017-11,1,0,COTTONWOOD ROAD,
19477,2017-11,1,0,WASHINGTON STREET,
19478,2017-11,1,0,WASHINGTON STREET,
19480,2017-11,0,0,COLLEGE AVENUE,
19483,2017-11,2,0,FRIARS ROAD,
19484,2017-11,2,0,FRIARS ROAD,
19485,2017-11,1,0,CONVOY STREET,
19486,2017-11,1,0,CONVOY STREET,
19487,2017-11,1,0,PARK BOULEVARD,
19489,2017-11,3,0,SCRIPPS POWAY PARKWAY,
19490,2017-11,3,0,SCRIPPS POWAY PARKWAY,
19491,2017-11,1,0,HOWARD AVENUE,
19492,2017-11,1,0,HOWARD AVENUE,
19494,2017-11,1,0,UNIVERSITY AVENUE,
19496,2017-11,0,0,SCRIPPS RANCH BOULEVARD,
19497,2017-11,2,0,MIRAMAR WAY,
19498,2017-11,2,0,MIRAMAR WAY,
19501,2017-11,1,0,COLLWOOD BOULEVARD,
19502,2017-11,1,0,COLLWOOD BOULEVARD,
19503,2017-11,1,0,COLLWOOD BOULEVARD,
19504,2017-11,1,0,FRIARS ROAD,
19505,2017-11,1,0,FRIARS ROAD,
19509,2017-11,0,0,PARKSIDE AVENUE,
19510,2017-11,0,0,GENESEE AVENUE,
19511,2017-11,0,0,GARNET AVENUE,
19515,2017-11,0,0,MAIN STREET,
19518,2017-11,0,0,SUNSET CLIFFS BOULEVARD,
19520,2017-11,1,0,MIRAMAR ROAD,
19521,2017-11,1,0,MIRAMAR ROAD,
19522,2017-11,2,0,ASH STREET,
19523,2017-11,2,0,ASH STREET,
19526,2017-11,0,0,MANZANA WAY,
19527,2017-11,0,0,LUNA AVENUE,
19529,2017-11,0,0,CLAIREMONT MESA BOULEVARD,
19532,2017-11,2,0,CLAIREMONT MESA BOULEVARD,
19533,2017-11,2,0,CLAIREMONT MESA BOULEVARD,
19534,2017-11,0,0,ORANGE AVENUE,
19535,2017-11,2,0,HOME AVENUE,
19536,2017-11,2,0,HOME AVENUE,
19537,2017-11,2,0,HOME AVENUE,
19538,2017-11,0,0,ARRUZA STREET,
19539,2017-11,0,0,IMPERIAL AVENUE,
19540,2017-11,0,0,BALBOA AVENUE,
19543,2017-11,1,0,GENESEE AVENUE,
19544,2017-11,0,0,ROSECRANS STREET,
19545,2017-11,0,0,SAN YSIDRO BOULEVARD,
19547,2017-11,0,1,INGRAHAM STREET,LA PLAYA AVENUE
19548,2017-11,0,1,INGRAHAM STREET,LA PLAYA AVENUE
19550,2017-11,0,0,GENESEE AVENUE,
19552,2017-11,1,0,INGRAHAM STREET,
19554,2017-11,0,0,SAN YSIDRO BOULEVARD,
19557,2017-11,0,0,UNIVERSITY AVENUE,
19559,2017-11,1,0,GENESEE AVENUE,
19563,2017-11,2,0,F STREET,
19564,2017-11,2,0,F STREET,
19565,2017-11,1,0,EL CAJON BOULEVARD,
19566,2017-11,1,0,BARNETT AVENUE,
19567,2017-11,1,0,BARNETT AVENUE,
19568,2017-11,0,0,FAIRMOUNT AVENUE,
19569,2017-11,2,0,UNIVERSITY AVENUE,
19570,2017-11,2,0,UNIVERSITY AVENUE,
19571,2017-11,1,0,MIRAMAR ROAD,
19572,2017-11,1,0,MIRAMAR ROAD,
19573,2017-11,0,0,EL CAJON BOULEVARD,
19574,2017-11,0,0,COLLEGE AVENUE,
19575,2017-11,2,0,RICHMOND STREET,
19576,2017-11,2,0,RICHMOND STREET,
19577,2017-11,2,0,SAN PASQUAL VALLEY ROAD,
19578,2017-11,2,0,SAN PASQUAL VALLEY ROAD,
19579,2017-11,2,0,EL CAJON BOULEVARD,
19580,2017-11,2,0,EL CAJON BOULEVARD,
19583,2017-11,0,0,MADISON AVENUE,
19584,2017-11,0,0,CAMINO DEL RIO W,
19585,2017-11,0,0,DEL CERRO BOULEVARD,GENOA DRIVE
19586,2017-11,0,0,DEL CERRO BOULEVARD,GENOA DRIVE
19587,2017-11,0,0,DEL CERRO BOULEVARD,THETA PL
19588,2017-11,0,0,DEL CERRO BOULEVARD,THETA PL
19589,2017-11,0,0,UNIVERSITY AVENUE,
19590,2017-11,0,0,UNIVERSITY AVENUE,
19597,2017-11,0,0,F STREET,
19598,2017-11,0,0,DELTA STREET,
19599,2017-11,0,0,PRODUCTION AVENUE,
19601,2017-11,0,0,UNIVERSITY AVENUE,
19602,2017-11,0,0,TEXAS STREET,
19603,2017-11,0,0,TEXAS STREET,
19604,2017-11,0,0,TIERRASANTA BOULEVARD,
19607,2017-11,1,0,GENESEE AVENUE,
19608,2017-11,0,0,SWIFT AVENUE,
19616,2017-11,0,0,KEARNY MESA ROAD,
19617,2017-11,1,0,CHATSWORTH BOULEVARD,
19618,2017-11,1,0,CHATSWORTH BOULEVARD,
19619,2017-11,1,0,KEARNY VILLA ROAD,
19620,2017-11,1,0,MIRA MESA BOULEVARD,
19621,2017-11,1,0,SOLEDAD MTN ROAD,
19626,2017-11,0,0,DEL SUR BOULEVARD,
19627,2017-11,0,1,CORONADO AVENUE,THERMAL AVENUE
19628,2017-11,0,1,CORONADO AVENUE,THERMAL AVENUE
19629,2017-11,0,1,CORONADO AVENUE,THERMAL AVENUE
19631,2017-11,1,0,DEL MAR HEIGHTS ROAD,
19632,2017-11,1,0,DEL MAR HEIGHTS ROAD,
19633,2017-11,1,0,DEL MAR HEIGHTS ROAD,
19634,2017-11,1,0,MISSION BAY DRIVE,
19635,2017-11,1,0,MISSION BAY DRIVE,
19636,2017-11,1,0,CHATSWORTH BOULEVARD,
19637,2017-11,1,0,CHATSWORTH BOULEVARD,
19638,2017-11,0,0,CURLEW STREET,
19639,2017-11,0,0,LA JOLLA SHORES DRIVE,
19640,2017-11,0,0,MONTEZUMA ROAD,
19642,2017-11,1,0,EL CAJON BOULEVARD,
19643,2017-11,1,0,EL CAJON BOULEVARD,
19644,2017-11,1,0,TROJAN AVENUE,
19645,2017-11,1,0,TROJAN AVENUE,
19646,2017-11,1,0,TROJAN AVENUE,
19647,2017-11,1,0,TROJAN AVENUE,
19648,2017-11,1,0,TROJAN AVENUE,
19649,2017-11,2,0,LA JOLLA VILLAGE DRIVE,
19650,2017-11,2,0,LA JOLLA VILLAGE DRIVE,
19651,2017-11,2,0,LA JOLLA VILLAGE DRIVE,
19654,2017-11,2,0,TEXAS STREET,
19655,2017-11,2,0,TEXAS STREET,
19656,2017-11,2,0,TEXAS STREET,
19660,2017-11,0,0,COLLEGE AVENUE,I-8 EB
19661,2017-11,1,0,AERO DRIVE,
19662,2017-11,1,0,EL CAJON BOULEVARD,
19663,2017-11,1,0,EL CAJON BOULEVARD,
19667,2017-11,0,0,LA JOLLA BOULEVARD,
19673,2017-11,2,0,INGRAHAM STREET,
19674,2017-11,2,0,INGRAHAM STREET,
19675,2017-11,2,0,INGRAHAM STREET,
19676,2017-11,1,0,WASHINGTON STREET,
19677,2017-11,1,0,WASHINGTON STREET,
19678,2017-11,1,0,WASHINGTON STREET,
19679,2017-11,1,0,WASHINGTON STREET,
19682,2017-11,0,0,EL CAJON BOULEVARD,
19689,2017-11,1,0,MISSION BAY DRIVE,
19690,2017-11,1,0,MISSION BAY DRIVE,
19693,2017-11,0,0,CONVOY STREET,
19697,2017-11,0,0,NATIONAL AVENUE,
19703,2017-11,1,0,UNIVERSITY AVENUE,
19704,2017-11,3,0,WOODMAN STREET,
19705,2017-11,3,0,WOODMAN STREET,
19707,2017-11,1,0,CORONADO AVENUE,
19711,2017-11,1,0,PALM AVENUE,16TH STREET
19713,2017-11,1,0,F STREET,
19714,2017-11,0,0,WASHINGTON STREET,
19715,2017-11,0,0,WASHINGTON STREET,
19717,2017-11,1,0,EUCLID AVENUE,
19718,2017-11,1,0,EUCLID AVENUE,
19722,2017-11,1,0,UNIVERSITY AVENUE,
